Year,Series Name,Country Name,Value
1996,Regulatory Quality: Percentile Rank,India,26.0869560241699
1996,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",China,23.3695659637451
1996,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",India,15.7608699798584
1996,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",China,61.9565200805664
1996,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",India,51.6304359436035
1996,Regulatory Quality: Standard Error,China,0.277094334363937
1996,Regulatory Quality: Standard Error,India,0.277094334363937
1996,Rule of Law: Estimate,China,-0.545589983463287
1996,Rule of Law: Estimate,India,0.313456207513809
1996,Rule of Law: Number of Sources,China,8.0
1996,Rule of Law: Number of Sources,India,8.0
1996,Rule of Law: Percentile Rank,China,33.668342590332
1996,Rule of Law: Percentile Rank,India,61.3065338134766
1996,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",China,22.1105518341064
1996,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",India,51.2562828063965
1996,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",China,43.7185935974121
1996,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",India,68.3417053222656
1996,Rule of Law: Standard Error,China,0.194236099720001
1996,Rule of Law: Standard Error,India,0.194236099720001
1996,Voice and Accountability: Estimate,China,-1.36154520511627
1996,Voice and Accountability: Estimate,India,0.476563721895218
1996,Voice and Accountability: Number of Sources,China,7.0
1996,Voice and Accountability: Number of Sources,India,7.0
1996,Voice and Accountability: Percentile Rank,China,12.0
1996,Voice and Accountability: Percentile Rank,India,64.0
1996,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",China,3.0
1996,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",India,55.0
1996,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",China,16.5
1996,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",India,71.5
1996,Voice and Accountability: Standard Error,China,0.208055749535561
1996,Voice and Accountability: Standard Error,India,0.208055749535561
1998,Political Stability and Absence of Violence/Terrorism: Estimate,China,-0.394105225801468
1998,Political Stability and Absence of Violence/Terrorism: Estimate,India,-1.20082128047943
1998,Control of Corruption: Estimate,China,-0.353955000638962
1998,Control of Corruption: Estimate,India,-0.258726745843887
1998,Control of Corruption: Number of Sources,China,7.0
1998,Control of Corruption: Number of Sources,India,7.0
1998,Control of Corruption: Percentile Rank,China,45.9893035888672
1998,Control of Corruption: Percentile Rank,India,49.7326202392578
1998,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",China,33.6898384094238
1998,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",India,35.8288764953613
1998,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",China,53.4759368896484
1998,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",India,54.5454559326172
1998,Control of Corruption: Standard Error,China,0.172851055860519
1998,Control of Corruption: Standard Error,India,0.172851055860519
1998,Government Effectiveness: Estimate,China,-0.198783293366432
1998,Government Effectiveness: Estimate,India,-0.11445739865303
1998,Government Effectiveness: Number of Sources,China,5.0
1998,Government Effectiveness: Number of Sources,India,5.0
1998,Government Effectiveness: Percentile Rank,China,50.2732238769531
1998,Government Effectiveness: Percentile Rank,India,51.3661193847656
1998,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",China,32.2404365539551
1998,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",India,39.8907089233398
1998,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",China,59.0163917541504
1998,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",India,60.1092910766602
1998,Government Effectiveness: Standard Error,China,0.205459833145142
1998,Government Effectiveness: Standard Error,India,0.205459833145142
1998,Political Stability and Absence of Violence/Terrorism: Number of Sources,China,4.0
1998,Political Stability and Absence of Violence/Terrorism: Number of Sources,India,4.0
1998,Political Stability and Absence of Violence/Terrorism: Percentile Rank,China,32.9787216186523
1998,Political Stability and Absence of Violence/Terrorism: Percentile Rank,India,12.7659578323364
1998,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",China,17.5531921386719
1998,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",India,6.38297891616821
1998,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",China,52.1276588439941
1998,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",India,25.0
1998,Political Stability and Absence of Violence/Terrorism: Standard Error,China,0.345668405294418
1998,Political Stability and Absence of Violence/Terrorism: Standard Error,India,0.345668405294418
1998,Regulatory Quality: Estimate,China,-0.267708390951157
1998,Regulatory Quality: Estimate,India,-0.443266034126282
1998,Regulatory Quality: Number of Sources,China,6.0
1998,Regulatory Quality: Number of Sources,India,6.0
1998,Regulatory Quality: Percentile Rank,China,40.2173919677734
1998,Regulatory Quality: Percentile Rank,India,31.5217399597168
1998,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",China,22.8260860443115
1998,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",India,18.4782600402832
1998,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",China,58.6956520080566
1998,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",India,52.1739120483398
1998,Regulatory Quality: Standard Error,China,0.271897494792938
1998,Regulatory Quality: Standard Error,India,0.271897494792938
1998,Rule of Law: Estimate,China,-0.476805359125137
1998,Rule of Law: Estimate,India,0.335014313459396
1998,Rule of Law: Number of Sources,China,8.0
1998,Rule of Law: Number of Sources,India,8.0
1998,Rule of Law: Percentile Rank,China,36.0
1998,Rule of Law: Percentile Rank,India,62.0
1998,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",China,24.5
1998,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",India,52.0
1998,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",China,46.5
1998,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",India,69.0
1998,Rule of Law: Standard Error,China,0.197575494647026
1998,Rule of Law: Standard Error,India,0.197575494647026
1998,Voice and Accountability: Estimate,China,-1.43743777275085
1998,Voice and Accountability: Estimate,India,0.391242563724518
1998,Voice and Accountability: Number of Sources,China,7.0
1998,Voice and Accountability: Number of Sources,India,7.0
1998,Voice and Accountability: Percentile Rank,China,8.95522403717041
1998,Voice and Accountability: Percentile Rank,India,61.6915435791016
1998,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",China,2.48756217956543
1998,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",India,49.2537307739258
1998,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",China,15.4228858947754
1998,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",India,69.651741027832
1998,Voice and Accountability: Standard Error,China,0.21355502307415
1998,Voice and Accountability: Standard Error,India,0.21355502307415
2000,Political Stability and Absence of Violence/Terrorism: Estimate,China,-0.20991687476635
2000,Political Stability and Absence of Violence/Terrorism: Estimate,India,-1.00120759010315
2000,Control of Corruption: Estimate,China,-0.208548709750175
2000,Control of Corruption: Estimate,India,-0.403301805257797
2000,Control of Corruption: Number of Sources,China,7.0
2000,Control of Corruption: Number of Sources,India,7.0
2000,Control of Corruption: Percentile Rank,China,49.4680862426758
2000,Control of Corruption: Percentile Rank,India,43.6170196533203
2000,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",China,40.4255332946777
2000,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",India,32.4468078613281
2000,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",China,58.5106391906738
2000,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",India,52.6595726013184
2000,Control of Corruption: Standard Error,China,0.166502684354782
2000,Control of Corruption: Standard Error,India,0.166502684354782
2000,Government Effectiveness: Estimate,China,-0.158842876553535
2000,Government Effectiveness: Estimate,India,-0.187351524829865
2000,Government Effectiveness: Number of Sources,China,5.0
2000,Government Effectiveness: Number of Sources,India,5.0
2000,Government Effectiveness: Percentile Rank,China,50.8196716308594
2000,Government Effectiveness: Percentile Rank,India,48.6338806152344
2000,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",China,37.7049179077148
2000,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",India,34.9726791381836
2000,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",China,59.5628433227539
2000,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",India,59.5628433227539
2000,Government Effectiveness: Standard Error,China,0.203009098768234
2000,Government Effectiveness: Standard Error,India,0.203009098768234
2000,Political Stability and Absence of Violence/Terrorism: Number of Sources,China,5.0
2000,Political Stability and Absence of Violence/Terrorism: Number of Sources,India,5.0
2000,Political Stability and Absence of Violence/Terrorism: Percentile Rank,China,38.0952377319336
2000,Political Stability and Absence of Violence/Terrorism: Percentile Rank,India,17.4603176116943
2000,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",China,24.8677253723145
2000,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",India,8.99470901489258
2000,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",China,58.7301597595215
2000,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",India,30.1587295532227
2000,Political Stability and Absence of Violence/Terrorism: Standard Error,China,0.313380271196365
2000,Political Stability and Absence of Violence/Terrorism: Standard Error,India,0.313380271196365
2000,Regulatory Quality: Estimate,China,-0.324955195188522
2000,Regulatory Quality: Estimate,India,-0.159504070878029
2000,Regulatory Quality: Number of Sources,China,6.0
2000,Regulatory Quality: Number of Sources,India,6.0
2000,Regulatory Quality: Percentile Rank,China,36.9565200805664
2000,Regulatory Quality: Percentile Rank,India,45.652172088623
2000,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",China,23.9130439758301
2000,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",India,28.2608699798584
2000,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",China,56.5217399597168
2000,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",India,61.4130439758301
2000,Regulatory Quality: Standard Error,China,0.234316274523735
2000,Regulatory Quality: Standard Error,India,0.234316274523735
2000,Rule of Law: Estimate,China,-0.51611715555191
2000,Rule of Law: Estimate,India,0.348079591989517
2000,Rule of Law: Number of Sources,China,9.0
2000,Rule of Law: Number of Sources,India,9.0
2000,Rule of Law: Percentile Rank,China,35.3233833312988
2000,Rule of Law: Percentile Rank,India,62.1890563964844
2000,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",China,27.8606967926025
2000,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",India,52.7363166809082
2000,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",China,41.7910461425781
2000,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",India,68.6567153930664
2000,Rule of Law: Standard Error,China,0.162370502948761
2000,Rule of Law: Standard Error,India,0.162370502948761
2000,Voice and Accountability: Estimate,China,-1.38408052921295
2000,Voice and Accountability: Estimate,India,0.35206338763237
2000,Voice and Accountability: Number of Sources,China,8.0
2000,Voice and Accountability: Number of Sources,India,8.0
2000,Voice and Accountability: Percentile Rank,China,9.95024871826172
2000,Voice and Accountability: Percentile Rank,India,59.2039794921875
2000,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",China,2.98507452011108
2000,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",India,51.7412948608398
2000,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",China,17.412935256958
2000,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",India,68.1592025756836
2000,Voice and Accountability: Standard Error,China,0.202215626835823
2000,Voice and Accountability: Standard Error,India,0.202215626835823
2002,Political Stability and Absence of Violence/Terrorism: Estimate,China,-0.327627182006836
2002,Political Stability and Absence of Violence/Terrorism: Estimate,India,-1.21066498756409
2002,Control of Corruption: Estimate,China,-0.557897567749023
2002,Control of Corruption: Estimate,India,-0.555382490158081
2002,Control of Corruption: Number of Sources,China,7.0
2002,Control of Corruption: Number of Sources,India,7.0
2002,Control of Corruption: Percentile Rank,China,35.9788360595703
2002,Control of Corruption: Percentile Rank,India,36.5079383850098
2002,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",China,25.3968257904053
2002,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",India,25.3968257904053
2002,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",China,46.0317459106445
2002,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",India,46.0317459106445
2002,Control of Corruption: Standard Error,China,0.15871924161911
2002,Control of Corruption: Standard Error,India,0.15871924161911
2002,Government Effectiveness: Estimate,China,-0.123097203671932
2002,Government Effectiveness: Estimate,India,-0.189068421721458
2002,Government Effectiveness: Number of Sources,China,6.0
2002,Government Effectiveness: Number of Sources,India,6.0
2002,Government Effectiveness: Percentile Rank,China,52.4324340820312
2002,Government Effectiveness: Percentile Rank,India,50.8108100891113
2002,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",China,42.7027015686035
2002,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",India,40.5405387878418
2002,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",China,58.9189186096191
2002,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",India,58.9189186096191
2002,Government Effectiveness: Standard Error,China,0.17885360121727
2002,Government Effectiveness: Standard Error,India,0.17885360121727
2002,Political Stability and Absence of Violence/Terrorism: Number of Sources,China,6.0
2002,Political Stability and Absence of Violence/Terrorism: Number of Sources,India,6.0
2002,Political Stability and Absence of Violence/Terrorism: Percentile Rank,China,32.2751312255859
2002,Political Stability and Absence of Violence/Terrorism: Percentile Rank,India,15.8730154037476
2002,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",China,21.6931209564209
2002,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",India,5.29100513458252
2002,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",China,49.2063484191895
2002,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",India,23.8095245361328
2002,Political Stability and Absence of Violence/Terrorism: Standard Error,China,0.286041706800461
2002,Political Stability and Absence of Violence/Terrorism: Standard Error,India,0.286041706800461
2002,Regulatory Quality: Estimate,China,-0.582765877246857
2002,Regulatory Quality: Estimate,India,-0.381400048732758
2002,Regulatory Quality: Number of Sources,China,7.0
2002,Regulatory Quality: Number of Sources,India,7.0
2002,Regulatory Quality: Percentile Rank,China,31.8918914794922
2002,Regulatory Quality: Percentile Rank,India,40.5405387878418
2002,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",China,18.9189186096191
2002,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",India,25.4054050445557
2002,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",China,44.8648643493652
2002,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",India,54.0540542602539
2002,Regulatory Quality: Standard Error,China,0.208488583564758
2002,Regulatory Quality: Standard Error,India,0.208488583564758
2002,Rule of Law: Estimate,China,-0.517029762268066
2002,Rule of Law: Estimate,India,-0.0173958707600832
2002,Rule of Law: Number of Sources,China,10.0
2002,Rule of Law: Number of Sources,India,10.0
2002,Rule of Law: Percentile Rank,China,37.8109436035156
2002,Rule of Law: Percentile Rank,India,53.233829498291
2002,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",China,25.3731346130371
2002,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",India,42.7860679626465
2002,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",China,45.7711448669434
2002,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",India,58.7064666748047
2002,Rule of Law: Standard Error,China,0.175007000565529
2002,Rule of Law: Standard Error,India,0.175007000565529
2002,Voice and Accountability: Estimate,China,-1.59419310092926
2002,Voice and Accountability: Estimate,India,0.426245898008347
2002,Voice and Accountability: Number of Sources,China,10.0
2002,Voice and Accountability: Number of Sources,India,10.0
2002,Voice and Accountability: Percentile Rank,China,6.46766185760498
2002,Voice and Accountability: Percentile Rank,India,61.1940307617188
2002,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",China,1.49253726005554
2002,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",India,53.233829498291
2002,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",China,10.945273399353
2002,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",India,69.1542282104492
2002,Voice and Accountability: Standard Error,China,0.163097977638245
2002,Voice and Accountability: Standard Error,India,0.163097977638245
2003,Political Stability and Absence of Violence/Terrorism: Estimate,China,-0.56535792350769
2003,Political Stability and Absence of Violence/Terrorism: Estimate,India,-1.50999701023102
2003,Control of Corruption: Estimate,China,-0.395265489816666
2003,Control of Corruption: Estimate,India,-0.456320524215698
2003,Control of Corruption: Number of Sources,China,8.0
2003,Control of Corruption: Number of Sources,India,8.0
2003,Control of Corruption: Percentile Rank,China,43.9153442382812
2003,Control of Corruption: Percentile Rank,India,40.7407417297363
2003,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",China,32.2751312255859
2003,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",India,29.6296291351318
2003,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",China,53.439151763916
2003,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",India,50.7936515808105
2003,Control of Corruption: Standard Error,China,0.154182001948357
2003,Control of Corruption: Standard Error,India,0.154182001948357
2003,Government Effectiveness: Estimate,China,-0.147587299346924
2003,Government Effectiveness: Estimate,India,-0.143909424543381
2003,Government Effectiveness: Number of Sources,China,6.0
2003,Government Effectiveness: Number of Sources,India,6.0
2003,Government Effectiveness: Percentile Rank,China,52.4324340820312
2003,Government Effectiveness: Percentile Rank,India,54.0540542602539
2003,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",China,40.5405387878418
2003,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",India,40.5405387878418
2003,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",China,60.5405387878418
2003,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",India,60.5405387878418
2003,Government Effectiveness: Standard Error,China,0.185161739587784
2003,Government Effectiveness: Standard Error,India,0.185161739587784
2003,Political Stability and Absence of Violence/Terrorism: Number of Sources,China,6.0
2003,Political Stability and Absence of Violence/Terrorism: Number of Sources,India,6.0
2003,Political Stability and Absence of Violence/Terrorism: Percentile Rank,China,28.6432151794434
2003,Political Stability and Absence of Violence/Terrorism: Percentile Rank,India,9.04522609710693
2003,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",China,19.0954780578613
2003,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",India,4.02010059356689
2003,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",China,40.2010040283203
2003,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",India,19.0954780578613
2003,Political Stability and Absence of Violence/Terrorism: Standard Error,China,0.282846570014954
2003,Political Stability and Absence of Violence/Terrorism: Standard Error,India,0.282846570014954
2003,Regulatory Quality: Estimate,China,-0.392048835754395
2003,Regulatory Quality: Estimate,India,-0.381630450487137
2003,Regulatory Quality: Number of Sources,China,7.0
2003,Regulatory Quality: Number of Sources,India,7.0
2003,Regulatory Quality: Percentile Rank,China,41.0810813903809
2003,Regulatory Quality: Percentile Rank,India,42.1621627807617
2003,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",China,24.8648643493652
2003,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",India,25.4054050445557
2003,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",China,52.972972869873
2003,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",India,52.972972869873
2003,Regulatory Quality: Standard Error,China,0.181478023529053
2003,Regulatory Quality: Standard Error,India,0.181478023529053
2003,Rule of Law: Estimate,China,-0.553043842315674
2003,Rule of Law: Estimate,India,0.120161645114422
2003,Rule of Law: Number of Sources,China,10.0
2003,Rule of Law: Number of Sources,India,10.0
2003,Rule of Law: Percentile Rank,China,35.3233833312988
2003,Rule of Law: Percentile Rank,India,56.2189064025879
2003,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",China,23.3830852508545
2003,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",India,48.2587051391602
2003,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",China,44.2786064147949
2003,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",India,62.6865653991699
2003,Rule of Law: Standard Error,China,0.175549790263176
2003,Rule of Law: Standard Error,India,0.175549790263176
2003,Voice and Accountability: Estimate,China,-1.51242911815643
2003,Voice and Accountability: Estimate,India,0.454564899206161
2003,Voice and Accountability: Number of Sources,China,10.0
2003,Voice and Accountability: Number of Sources,India,10.0
2003,Voice and Accountability: Percentile Rank,China,7.46268653869629
2003,Voice and Accountability: Percentile Rank,India,63.1840782165527
2003,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",China,1.99004971981049
2003,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",India,53.7313423156738
2003,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",China,11.9402980804443
2003,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",India,69.651741027832
2003,Voice and Accountability: Standard Error,China,0.166093751788139
2003,Voice and Accountability: Standard Error,India,0.166093751788139
2004,Political Stability and Absence of Violence/Terrorism: Estimate,China,-0.39068067073822
2004,Political Stability and Absence of Violence/Terrorism: Estimate,India,-1.28043293952942
2004,Control of Corruption: Estimate,China,-0.565061569213867
2004,Control of Corruption: Estimate,India,-0.448476195335388
2004,Control of Corruption: Number of Sources,China,10.0
2004,Control of Corruption: Number of Sources,India,10.0
2004,Control of Corruption: Percentile Rank,China,33.4975357055664
2004,Control of Corruption: Percentile Rank,India,37.9310340881348
2004,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",China,24.630542755127
2004,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",India,29.0640392303467
2004,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",China,43.8423652648926
2004,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",India,49.7536964416504
2004,Control of Corruption: Standard Error,China,0.14701084792614
2004,Control of Corruption: Standard Error,India,0.143588691949844
2004,Government Effectiveness: Estimate,China,-0.109930388629436
2004,Government Effectiveness: Estimate,India,-0.179698884487152
2004,Government Effectiveness: Number of Sources,China,7.0
2004,Government Effectiveness: Number of Sources,India,7.0
2004,Government Effectiveness: Percentile Rank,China,53.233829498291
2004,Government Effectiveness: Percentile Rank,India,50.7462692260742
2004,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",China,43.7810935974121
2004,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",India,39.3034820556641
2004,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",China,60.6965179443359
2004,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",India,60.1990051269531
2004,Government Effectiveness: Standard Error,China,0.189565911889076
2004,Government Effectiveness: Standard Error,India,0.189565911889076
2004,Political Stability and Absence of Violence/Terrorism: Number of Sources,China,7.0
2004,Political Stability and Absence of Violence/Terrorism: Number of Sources,India,7.0
2004,Political Stability and Absence of Violence/Terrorism: Percentile Rank,China,31.5533981323242
